,Stance
26167,unrelated
26168,unrelated
26169,unrelated
26170,unrelated
26171,unrelated
26172,unrelated
26173,unrelated
26174,unrelated
26175,unrelated
26176,unrelated
26177,unrelated
26178,unrelated
26179,unrelated
26180,unrelated
26181,unrelated
26182,discuss
26183,unrelated
26184,unrelated
26185,unrelated
26186,unrelated
26187,unrelated
26188,unrelated
26189,unrelated
26190,unrelated
26191,unrelated
26192,unrelated
26193,discuss
26194,agree
26195,disagree
26196,unrelated
26197,unrelated
26198,unrelated
26199,unrelated
26200,unrelated
26201,agree
26202,unrelated
26203,unrelated
26204,unrelated
26205,unrelated
26206,unrelated
26207,unrelated
26208,unrelated
26209,disagree
26210,unrelated
26211,unrelated
26212,unrelated
26213,unrelated
26214,agree
26215,unrelated
26216,unrelated
26217,unrelated
26218,unrelated
26219,unrelated
26220,unrelated
26221,agree
26222,unrelated
26223,unrelated
26224,agree
26225,unrelated
26226,unrelated
26227,unrelated
26228,agree
26229,unrelated
26230,unrelated
26231,unrelated
26232,agree
26233,unrelated
26234,unrelated
26235,agree
26236,discuss
26237,unrelated
26238,discuss
26239,discuss
26240,unrelated
26241,discuss
26242,discuss
26243,unrelated
26244,unrelated
26245,unrelated
26246,unrelated
26247,discuss
26248,unrelated
26249,unrelated
26250,unrelated
26251,agree
26252,unrelated
26253,unrelated
26254,discuss
26255,discuss
26256,discuss
26257,unrelated
26258,agree
26259,discuss
26260,unrelated
26261,unrelated
26262,unrelated
26263,unrelated
26264,unrelated
26265,agree
26266,unrelated
26267,unrelated
26268,unrelated
26269,agree
26270,unrelated
26271,unrelated
26272,unrelated
26273,unrelated
26274,unrelated
26275,unrelated
26276,unrelated
26277,unrelated
26278,unrelated
26279,unrelated
26280,unrelated
26281,unrelated
26282,unrelated
26283,unrelated
26284,unrelated
26285,unrelated
26286,unrelated
26287,unrelated
26288,unrelated
26289,unrelated
26290,unrelated
26291,unrelated
26292,unrelated
26293,unrelated
26294,unrelated
26295,agree
26296,unrelated
26297,unrelated
26298,unrelated
26299,unrelated
26300,unrelated
26301,unrelated
26302,unrelated
26303,unrelated
26304,unrelated
26305,unrelated
26306,unrelated
26307,unrelated
26308,unrelated
26309,agree
26310,unrelated
26311,unrelated
26312,agree
26313,unrelated
26314,unrelated
26315,unrelated
26316,unrelated
26317,unrelated
26318,agree
26319,unrelated
26320,unrelated
26321,agree
26322,unrelated
26323,unrelated
26324,unrelated
26325,unrelated
26326,unrelated
26327,unrelated
26328,agree
26329,unrelated
26330,unrelated
26331,unrelated
26332,unrelated
26333,unrelated
26334,unrelated
26335,unrelated
26336,unrelated
26337,discuss
26338,unrelated
26339,unrelated
26340,unrelated
26341,unrelated
26342,unrelated
26343,agree
26344,unrelated
26345,unrelated
26346,unrelated
26347,unrelated
26348,unrelated
26349,unrelated
26350,unrelated
26351,unrelated
26352,unrelated
26353,unrelated
26354,unrelated
26355,unrelated
26356,unrelated
26357,agree
26358,unrelated
26359,unrelated
26360,unrelated
26361,unrelated
26362,unrelated
26363,unrelated
26364,unrelated
26365,unrelated
26366,unrelated
26367,unrelated
26368,unrelated
26369,unrelated
26370,unrelated
26371,unrelated
26372,unrelated
26373,unrelated
26374,unrelated
26375,unrelated
26376,agree
26377,agree
26378,agree
26379,agree
26380,discuss
26381,agree
26382,discuss
26383,discuss
26384,discuss
26385,discuss
26386,agree
26387,agree
26388,discuss
26389,discuss
26390,discuss
26391,discuss
26392,discuss
26393,discuss
26394,discuss
26395,discuss
26396,discuss
26397,discuss
26398,discuss
26399,discuss
26400,discuss
26401,discuss
26402,discuss
26403,discuss
26404,discuss
26405,unrelated
26406,discuss
26407,unrelated
26408,unrelated
26409,unrelated
26410,discuss
26411,discuss
26412,unrelated
26413,discuss
26414,unrelated
26415,unrelated
26416,unrelated
26417,discuss
26418,discuss
26419,discuss
26420,unrelated
26421,discuss
26422,unrelated
26423,discuss
26424,unrelated
26425,discuss
26426,unrelated
26427,unrelated
26428,discuss
26429,unrelated
26430,discuss
26431,unrelated
26432,unrelated
26433,unrelated
26434,discuss
26435,unrelated
26436,unrelated
26437,discuss
26438,unrelated
26439,discuss
26440,agree
26441,agree
26442,agree
26443,agree
26444,disagree
26445,agree
26446,disagree
26447,unrelated
26448,disagree
26449,agree
26450,unrelated
26451,unrelated
26452,unrelated
26453,unrelated
26454,agree
26455,unrelated
26456,unrelated
26457,unrelated
26458,unrelated
26459,unrelated
26460,disagree
26461,agree
26462,unrelated
26463,unrelated
26464,unrelated
26465,unrelated
26466,unrelated
26467,unrelated
26468,unrelated
26469,unrelated
26470,unrelated
26471,unrelated
26472,unrelated
26473,unrelated
26474,unrelated
26475,unrelated
26476,unrelated
26477,unrelated
26478,agree
26479,unrelated
26480,discuss
26481,unrelated
26482,unrelated
26483,unrelated
26484,agree
26485,unrelated
26486,unrelated
26487,unrelated
26488,agree
26489,agree
26490,unrelated
26491,unrelated
26492,unrelated
26493,unrelated
26494,unrelated
26495,unrelated
26496,unrelated
26497,disagree
26498,discuss
26499,agree
26500,agree
26501,disagree
26502,agree
26503,unrelated
26504,unrelated
26505,discuss
26506,unrelated
26507,unrelated
26508,discuss
26509,unrelated
26510,unrelated
26511,unrelated
26512,discuss
26513,discuss
26514,unrelated
26515,unrelated
26516,unrelated
26517,unrelated
26518,unrelated
26519,unrelated
26520,unrelated
26521,unrelated
26522,unrelated
26523,unrelated
26524,unrelated
26525,unrelated
26526,unrelated
26527,unrelated
26528,discuss
26529,unrelated
26530,unrelated
26531,unrelated
26532,unrelated
26533,unrelated
26534,unrelated
26535,unrelated
26536,unrelated
26537,unrelated
26538,unrelated
26539,discuss
26540,unrelated
26541,unrelated
26542,discuss
26543,unrelated
26544,unrelated
26545,unrelated
26546,unrelated
26547,unrelated
26548,unrelated
26549,unrelated
26550,unrelated
26551,unrelated
26552,unrelated
26553,unrelated
26554,unrelated
26555,unrelated
26556,discuss
26557,unrelated
26558,unrelated
26559,unrelated
26560,unrelated
26561,unrelated
26562,unrelated
26563,unrelated
26564,unrelated
26565,unrelated
26566,unrelated
26567,unrelated
26568,unrelated
26569,unrelated
26570,unrelated
26571,unrelated
26572,unrelated
26573,unrelated
26574,unrelated
26575,unrelated
26576,unrelated
26577,unrelated
26578,unrelated
26579,unrelated
26580,unrelated
26581,unrelated
26582,agree
26583,unrelated
26584,unrelated
26585,unrelated
26586,unrelated
26587,unrelated
26588,unrelated
26589,unrelated
26590,unrelated
26591,unrelated
26592,unrelated
26593,unrelated
26594,disagree
26595,unrelated
26596,unrelated
26597,unrelated
26598,unrelated
26599,unrelated
26600,unrelated
26601,unrelated
26602,unrelated
26603,unrelated
26604,unrelated
26605,unrelated
26606,unrelated
26607,unrelated
26608,unrelated
26609,unrelated
26610,unrelated
26611,unrelated
26612,unrelated
26613,disagree
26614,unrelated
26615,unrelated
26616,unrelated
26617,unrelated
26618,unrelated
26619,disagree
26620,unrelated
26621,unrelated
26622,unrelated
26623,unrelated
26624,unrelated
26625,unrelated
26626,disagree
26627,agree
26628,agree
26629,agree
26630,agree
26631,discuss
26632,unrelated
26633,unrelated
26634,disagree
26635,agree
26636,unrelated
26637,unrelated
26638,unrelated
26639,unrelated
26640,unrelated
26641,discuss
26642,unrelated
26643,unrelated
26644,unrelated
26645,disagree
26646,unrelated
26647,agree
26648,agree
26649,unrelated
26650,unrelated
26651,unrelated
26652,unrelated
26653,unrelated
26654,agree
26655,unrelated
26656,agree
26657,unrelated
26658,agree
26659,unrelated
26660,agree
26661,agree
26662,unrelated
26663,unrelated
26664,unrelated
26665,unrelated
26666,unrelated
26667,unrelated
26668,unrelated
26669,unrelated
26670,unrelated
26671,unrelated
26672,agree
26673,agree
26674,unrelated
26675,unrelated
26676,unrelated
26677,unrelated
26678,unrelated
26679,unrelated
26680,unrelated
26681,unrelated
26682,unrelated
26683,unrelated
26684,discuss
26685,unrelated
26686,unrelated
26687,unrelated
26688,discuss
26689,unrelated
26690,unrelated
26691,unrelated
26692,unrelated
26693,unrelated
26694,unrelated
26695,unrelated
26696,unrelated
26697,discuss
26698,unrelated
26699,unrelated
26700,unrelated
26701,unrelated
26702,discuss
26703,unrelated
26704,unrelated
26705,unrelated
26706,unrelated
26707,unrelated
26708,unrelated
26709,unrelated
26710,unrelated
26711,unrelated
26712,discuss
26713,unrelated
26714,unrelated
26715,unrelated
26716,discuss
26717,unrelated
26718,unrelated
26719,unrelated
26720,unrelated
26721,unrelated
26722,unrelated
26723,unrelated
26724,unrelated
26725,unrelated
26726,unrelated
26727,unrelated
26728,unrelated
26729,unrelated
26730,unrelated
26731,unrelated
26732,discuss
26733,discuss
26734,unrelated
26735,unrelated
26736,unrelated
26737,unrelated
26738,discuss
26739,unrelated
26740,discuss
26741,discuss
26742,unrelated
26743,unrelated
26744,unrelated
26745,discuss
26746,discuss
26747,unrelated
26748,unrelated
26749,unrelated
26750,discuss
26751,unrelated
26752,unrelated
26753,discuss
26754,unrelated
26755,discuss
26756,unrelated
26757,unrelated
26758,unrelated
26759,unrelated
26760,discuss
26761,unrelated
26762,unrelated
26763,discuss
26764,discuss
26765,discuss
26766,agree
26767,disagree
26768,agree
26769,discuss
26770,discuss
26771,discuss
26772,discuss
26773,discuss
26774,discuss
26775,discuss
26776,discuss
26777,discuss
26778,discuss
26779,agree
26780,agree
26781,discuss
26782,agree
26783,discuss
26784,discuss
26785,agree
26786,agree
26787,agree
26788,agree
26789,agree
26790,agree
26791,agree
26792,agree
26793,agree
26794,agree
26795,agree
26796,agree
26797,agree
26798,agree
26799,agree
26800,agree
26801,agree
26802,discuss
26803,agree
26804,discuss
26805,agree
26806,discuss
26807,unrelated
26808,discuss
26809,discuss
26810,discuss
26811,unrelated
26812,discuss
26813,unrelated
26814,unrelated
26815,unrelated
26816,unrelated
26817,unrelated
26818,unrelated
26819,unrelated
26820,unrelated
26821,unrelated
26822,unrelated
26823,unrelated
26824,unrelated
26825,unrelated
26826,unrelated
26827,unrelated
26828,unrelated
26829,unrelated
26830,unrelated
26831,unrelated
26832,unrelated
26833,unrelated
26834,unrelated
26835,unrelated
26836,unrelated
26837,disagree
26838,disagree
26839,disagree
26840,disagree
26841,disagree
26842,unrelated
26843,agree
26844,discuss
26845,unrelated
26846,unrelated
26847,unrelated
26848,disagree
26849,disagree
26850,unrelated
26851,unrelated
26852,unrelated
26853,disagree
26854,unrelated
26855,unrelated
26856,agree
26857,disagree
26858,unrelated
26859,discuss
26860,discuss
26861,discuss
26862,discuss
26863,discuss
26864,discuss
26865,discuss
26866,discuss
26867,discuss
26868,discuss
26869,discuss
26870,discuss
26871,agree
26872,agree
26873,agree
26874,agree
26875,unrelated
26876,unrelated
26877,unrelated
26878,unrelated
26879,unrelated
26880,unrelated
26881,unrelated
26882,unrelated
26883,discuss
26884,unrelated
26885,unrelated
26886,unrelated
26887,unrelated
26888,discuss
26889,unrelated
26890,unrelated
26891,unrelated
26892,unrelated
26893,discuss
26894,unrelated
26895,unrelated
26896,unrelated
26897,unrelated
26898,unrelated
26899,unrelated
26900,unrelated
26901,agree
26902,agree
26903,unrelated
26904,unrelated
26905,unrelated
26906,discuss
26907,unrelated
26908,unrelated
26909,unrelated
26910,unrelated
26911,agree
26912,unrelated
26913,unrelated
26914,unrelated
26915,unrelated
26916,unrelated
26917,unrelated
26918,unrelated
26919,unrelated
26920,unrelated
26921,unrelated
26922,unrelated
26923,unrelated
26924,discuss
26925,unrelated
26926,discuss
26927,unrelated
26928,unrelated
26929,unrelated
26930,discuss
26931,unrelated
26932,unrelated
26933,discuss
26934,discuss
26935,unrelated
26936,unrelated
26937,unrelated
26938,unrelated
26939,unrelated
26940,unrelated
26941,discuss
26942,unrelated
26943,unrelated
26944,unrelated
26945,disagree
26946,agree
26947,unrelated
26948,unrelated
26949,unrelated
26950,unrelated
26951,unrelated
26952,discuss
26953,unrelated
26954,unrelated
26955,discuss
26956,discuss
26957,discuss
26958,discuss
26959,discuss
26960,discuss
26961,discuss
26962,discuss
26963,discuss
26964,discuss
26965,discuss
26966,discuss
26967,discuss
26968,discuss
26969,discuss
26970,unrelated
26971,discuss
26972,discuss
26973,unrelated
26974,unrelated
26975,unrelated
26976,unrelated
26977,discuss
26978,discuss
26979,unrelated
26980,unrelated
26981,unrelated
26982,unrelated
26983,discuss
26984,unrelated
26985,unrelated
26986,discuss
26987,discuss
26988,unrelated
26989,unrelated
26990,unrelated
26991,discuss
26992,discuss
26993,discuss
26994,unrelated
26995,unrelated
26996,discuss
26997,unrelated
26998,discuss
26999,unrelated
27000,unrelated
27001,unrelated
27002,unrelated
27003,unrelated
27004,unrelated
27005,unrelated
27006,unrelated
27007,unrelated
27008,unrelated
27009,unrelated
27010,unrelated
27011,unrelated
27012,discuss
27013,discuss
27014,discuss
27015,unrelated
27016,unrelated
27017,unrelated
27018,unrelated
27019,unrelated
27020,unrelated
27021,unrelated
27022,discuss
27023,unrelated
27024,unrelated
27025,disagree
27026,unrelated
27027,unrelated
27028,unrelated
27029,disagree
27030,unrelated
27031,disagree
27032,unrelated
27033,unrelated
27034,disagree
27035,unrelated
27036,discuss
27037,disagree
27038,agree
27039,unrelated
27040,disagree
27041,discuss
27042,disagree
27043,agree
27044,unrelated
27045,disagree
27046,agree
27047,agree
27048,agree
27049,agree
27050,discuss
27051,discuss
27052,discuss
27053,discuss
27054,discuss
27055,discuss
27056,discuss
27057,unrelated
27058,unrelated
27059,discuss
27060,unrelated
27061,discuss
27062,unrelated
27063,unrelated
27064,unrelated
27065,unrelated
27066,unrelated
27067,unrelated
27068,unrelated
27069,unrelated
27070,discuss
27071,unrelated
27072,discuss
27073,unrelated
27074,unrelated
27075,unrelated
27076,discuss
27077,discuss
27078,unrelated
27079,unrelated
27080,unrelated
27081,unrelated
27082,unrelated
27083,unrelated
27084,unrelated
27085,agree
27086,unrelated
27087,unrelated
27088,unrelated
27089,agree
27090,unrelated
27091,unrelated
27092,unrelated
27093,unrelated
27094,unrelated
27095,unrelated
27096,unrelated
27097,unrelated
27098,agree
27099,unrelated
27100,agree
27101,unrelated
27102,unrelated
27103,unrelated
27104,unrelated
27105,unrelated
27106,unrelated
27107,unrelated
27108,unrelated
27109,discuss
27110,unrelated
27111,unrelated
27112,discuss
27113,unrelated
27114,discuss
27115,unrelated
27116,unrelated
27117,unrelated
27118,unrelated
27119,unrelated
27120,discuss
27121,unrelated
27122,discuss
27123,unrelated
27124,unrelated
27125,unrelated
27126,unrelated
27127,discuss
27128,unrelated
27129,discuss
27130,discuss
27131,unrelated
27132,discuss
27133,unrelated
27134,discuss
27135,unrelated
27136,unrelated
27137,discuss
27138,discuss
27139,unrelated
27140,unrelated
27141,unrelated
27142,discuss
27143,unrelated
27144,unrelated
27145,unrelated
27146,unrelated
27147,unrelated
27148,discuss
27149,discuss
27150,unrelated
27151,unrelated
27152,unrelated
27153,unrelated
27154,discuss
27155,unrelated
27156,unrelated
27157,unrelated
27158,unrelated
27159,unrelated
27160,unrelated
27161,unrelated
27162,unrelated
27163,unrelated
27164,agree
27165,unrelated
27166,unrelated
27167,unrelated
27168,discuss
27169,unrelated
27170,agree
27171,unrelated
27172,unrelated
27173,discuss
27174,unrelated
27175,unrelated
27176,unrelated
27177,unrelated
27178,discuss
27179,unrelated
27180,unrelated
27181,unrelated
27182,unrelated
27183,unrelated
27184,unrelated
27185,unrelated
27186,unrelated
27187,unrelated
27188,unrelated
27189,unrelated
27190,unrelated
27191,agree
27192,unrelated
27193,agree
27194,unrelated
27195,unrelated
27196,agree
27197,unrelated
27198,unrelated
27199,unrelated
27200,agree
27201,unrelated
27202,disagree
27203,discuss
27204,unrelated
27205,unrelated
27206,discuss
27207,agree
27208,discuss
27209,discuss
27210,unrelated
27211,disagree
27212,discuss
27213,unrelated
27214,discuss
27215,discuss
27216,discuss
27217,discuss
27218,discuss
27219,unrelated
27220,discuss
27221,agree
27222,discuss
27223,unrelated
27224,discuss
27225,disagree
27226,discuss
27227,agree
27228,discuss
27229,discuss
27230,disagree
27231,discuss
27232,unrelated
27233,unrelated
27234,agree
27235,unrelated
27236,agree
27237,unrelated
27238,unrelated
27239,unrelated
27240,unrelated
27241,unrelated
27242,unrelated
27243,unrelated
27244,unrelated
27245,unrelated
27246,unrelated
27247,unrelated
27248,unrelated
27249,unrelated
27250,unrelated
27251,unrelated
27252,unrelated
27253,agree
27254,unrelated
27255,unrelated
27256,unrelated
27257,unrelated
27258,unrelated
27259,unrelated
27260,unrelated
27261,unrelated
27262,unrelated
27263,unrelated
27264,unrelated
27265,unrelated
27266,unrelated
27267,unrelated
27268,unrelated
27269,unrelated
27270,unrelated
27271,unrelated
27272,unrelated
27273,unrelated
27274,unrelated
27275,unrelated
27276,unrelated
27277,unrelated
27278,unrelated
27279,unrelated
27280,unrelated
27281,unrelated
27282,unrelated
27283,unrelated
27284,unrelated
27285,unrelated
27286,unrelated
27287,unrelated
27288,unrelated
27289,unrelated
27290,agree
27291,unrelated
27292,unrelated
27293,agree
27294,unrelated
27295,discuss
27296,unrelated
27297,unrelated
27298,unrelated
27299,unrelated
27300,discuss
27301,discuss
27302,unrelated
27303,unrelated
27304,unrelated
27305,unrelated
27306,unrelated
27307,unrelated
27308,unrelated
27309,unrelated
27310,unrelated
27311,unrelated
27312,unrelated
27313,unrelated
27314,discuss
27315,discuss
27316,unrelated
27317,discuss
27318,discuss
27319,discuss
27320,unrelated
27321,unrelated
27322,unrelated
27323,unrelated
27324,discuss
27325,unrelated
27326,discuss
27327,unrelated
27328,unrelated
27329,unrelated
27330,unrelated
27331,unrelated
27332,unrelated
27333,unrelated
27334,unrelated
27335,unrelated
27336,unrelated
27337,unrelated
27338,unrelated
27339,unrelated
27340,unrelated
27341,unrelated
27342,unrelated
27343,unrelated
27344,unrelated
27345,unrelated
27346,unrelated
27347,discuss
27348,unrelated
27349,unrelated
27350,discuss
27351,unrelated
27352,unrelated
27353,unrelated
27354,unrelated
27355,unrelated
27356,unrelated
27357,agree
27358,unrelated
27359,unrelated
27360,unrelated
27361,unrelated
27362,unrelated
27363,unrelated
27364,unrelated
27365,agree
27366,agree
27367,unrelated
27368,agree
27369,unrelated
27370,unrelated
27371,unrelated
27372,agree
27373,unrelated
27374,unrelated
27375,agree
27376,unrelated
27377,unrelated
27378,unrelated
27379,agree
27380,unrelated
27381,unrelated
27382,agree
27383,unrelated
27384,unrelated
27385,unrelated
27386,unrelated
27387,unrelated
27388,agree
27389,agree
27390,unrelated
27391,unrelated
27392,unrelated
27393,unrelated
27394,agree
27395,agree
27396,unrelated
27397,unrelated
27398,unrelated
27399,unrelated
27400,unrelated
27401,unrelated
27402,unrelated
27403,unrelated
27404,unrelated
27405,agree
27406,discuss
27407,unrelated
27408,unrelated
27409,unrelated
27410,unrelated
27411,unrelated
27412,unrelated
27413,unrelated
27414,agree
27415,unrelated
27416,unrelated
27417,unrelated
27418,unrelated
27419,unrelated
27420,unrelated
27421,unrelated
27422,unrelated
27423,unrelated
27424,unrelated
27425,agree
27426,unrelated
27427,unrelated
27428,unrelated
27429,unrelated
27430,unrelated
27431,unrelated
27432,unrelated
27433,unrelated
27434,unrelated
27435,unrelated
27436,unrelated
27437,unrelated
27438,unrelated
27439,unrelated
27440,unrelated
27441,unrelated
27442,unrelated
27443,unrelated
27444,unrelated
27445,agree
27446,unrelated
27447,unrelated
27448,unrelated
27449,unrelated
27450,unrelated
27451,unrelated
27452,unrelated
27453,unrelated
27454,unrelated
27455,unrelated
27456,unrelated
27457,unrelated
27458,unrelated
27459,unrelated
27460,unrelated
27461,unrelated
27462,unrelated
27463,unrelated
27464,unrelated
27465,unrelated
27466,unrelated
27467,unrelated
27468,unrelated
27469,unrelated
27470,unrelated
27471,unrelated
27472,unrelated
27473,unrelated
27474,unrelated
27475,unrelated
27476,unrelated
27477,unrelated
27478,unrelated
27479,unrelated
27480,unrelated
27481,unrelated
27482,unrelated
27483,unrelated
27484,unrelated
27485,unrelated
27486,unrelated
27487,unrelated
27488,unrelated
27489,unrelated
27490,unrelated
27491,unrelated
27492,unrelated
27493,unrelated
27494,unrelated
27495,unrelated
27496,unrelated
27497,unrelated
27498,unrelated
27499,unrelated
27500,unrelated
27501,unrelated
27502,unrelated
27503,unrelated
27504,unrelated
27505,unrelated
27506,unrelated
27507,unrelated
27508,unrelated
27509,unrelated
27510,agree
27511,unrelated
27512,unrelated
27513,unrelated
27514,unrelated
27515,unrelated
27516,unrelated
27517,unrelated
27518,unrelated
27519,unrelated
27520,unrelated
27521,unrelated
27522,unrelated
27523,unrelated
27524,unrelated
27525,unrelated
27526,unrelated
27527,unrelated
27528,unrelated
27529,unrelated
27530,agree
27531,unrelated
27532,unrelated
27533,unrelated
27534,agree
27535,unrelated
27536,unrelated
27537,unrelated
27538,unrelated
27539,agree
27540,unrelated
27541,unrelated
27542,unrelated
27543,unrelated
27544,unrelated
27545,unrelated
27546,unrelated
27547,agree
27548,unrelated
27549,unrelated
27550,disagree
27551,unrelated
27552,unrelated
27553,unrelated
27554,unrelated
27555,unrelated
27556,agree
27557,unrelated
27558,unrelated
27559,unrelated
27560,unrelated
27561,unrelated
27562,unrelated
27563,unrelated
27564,disagree
27565,unrelated
27566,unrelated
27567,unrelated
27568,unrelated
27569,unrelated
27570,unrelated
27571,unrelated
27572,unrelated
27573,unrelated
27574,unrelated
27575,disagree
27576,unrelated
27577,unrelated
27578,unrelated
27579,unrelated
27580,unrelated
27581,unrelated
27582,unrelated
27583,unrelated
27584,unrelated
27585,unrelated
27586,unrelated
27587,unrelated
27588,unrelated
27589,unrelated
27590,unrelated
27591,unrelated
27592,unrelated
27593,unrelated
27594,unrelated
27595,unrelated
27596,disagree
27597,unrelated
27598,unrelated
27599,unrelated
27600,unrelated
27601,unrelated
27602,unrelated
27603,unrelated
27604,unrelated
27605,unrelated
27606,unrelated
27607,unrelated
27608,unrelated
27609,unrelated
27610,disagree
27611,unrelated
27612,unrelated
27613,unrelated
27614,unrelated
27615,unrelated
27616,unrelated
27617,unrelated
27618,unrelated
27619,unrelated
27620,unrelated
27621,unrelated
27622,unrelated
27623,unrelated
27624,unrelated
27625,unrelated
27626,agree
27627,disagree
27628,unrelated
27629,unrelated
27630,unrelated
27631,unrelated
27632,unrelated
27633,unrelated
27634,unrelated
27635,unrelated
27636,unrelated
27637,unrelated
27638,discuss
27639,unrelated
27640,unrelated
27641,unrelated
27642,unrelated
27643,unrelated
27644,unrelated
27645,unrelated
27646,unrelated
27647,unrelated
27648,unrelated
27649,unrelated
27650,unrelated
27651,unrelated
27652,unrelated
27653,unrelated
27654,unrelated
27655,unrelated
27656,unrelated
27657,unrelated
27658,unrelated
27659,unrelated
27660,disagree
27661,unrelated
27662,unrelated
27663,unrelated
27664,unrelated
27665,unrelated
27666,unrelated
27667,unrelated
27668,unrelated
27669,unrelated
27670,unrelated
27671,unrelated
27672,unrelated
27673,unrelated
27674,unrelated
27675,unrelated
27676,unrelated
27677,unrelated
27678,unrelated
27679,unrelated
27680,unrelated
27681,unrelated
27682,unrelated
27683,unrelated
27684,unrelated
27685,unrelated
27686,unrelated
27687,unrelated
27688,unrelated
27689,unrelated
27690,unrelated
27691,unrelated
27692,unrelated
27693,unrelated
27694,disagree
27695,unrelated
27696,unrelated
27697,unrelated
27698,unrelated
27699,unrelated
27700,unrelated
27701,unrelated
27702,disagree
27703,unrelated
27704,unrelated
27705,unrelated
27706,unrelated
27707,agree
27708,agree
27709,agree
27710,agree
27711,agree
27712,agree
27713,agree
27714,agree
27715,discuss
27716,discuss
27717,agree
27718,agree
27719,agree
27720,agree
27721,discuss
27722,discuss
27723,agree
27724,agree
27725,discuss
27726,agree
27727,agree
27728,agree
27729,agree
27730,agree
27731,agree
27732,discuss
27733,unrelated
27734,discuss
27735,discuss
27736,discuss
27737,unrelated
27738,unrelated
27739,discuss
27740,discuss
27741,discuss
27742,discuss
27743,agree
27744,agree
27745,agree
27746,agree
27747,agree
27748,agree
27749,agree
27750,agree
27751,agree
27752,discuss
27753,discuss
27754,discuss
27755,discuss
27756,unrelated
27757,unrelated
27758,unrelated
27759,unrelated
27760,unrelated
27761,discuss
27762,discuss
27763,discuss
27764,discuss
27765,unrelated
27766,discuss
27767,unrelated
27768,discuss
27769,discuss
27770,unrelated
27771,unrelated
27772,unrelated
27773,unrelated
27774,unrelated
27775,unrelated
27776,unrelated
27777,agree
27778,unrelated
27779,agree
27780,unrelated
27781,unrelated
27782,unrelated
27783,agree
27784,unrelated
27785,unrelated
27786,unrelated
27787,unrelated
27788,unrelated
27789,unrelated
27790,unrelated
27791,unrelated
27792,unrelated
27793,disagree
27794,disagree
27795,agree
27796,agree
27797,disagree
27798,discuss
27799,disagree
27800,discuss
27801,disagree
27802,discuss
27803,discuss
27804,discuss
27805,discuss
27806,disagree
27807,discuss
27808,discuss
27809,disagree
27810,discuss
27811,discuss
27812,discuss
27813,discuss
27814,agree
27815,disagree
27816,discuss
27817,disagree
27818,discuss
27819,unrelated
27820,unrelated
27821,discuss
27822,unrelated
27823,discuss
27824,unrelated
27825,discuss
27826,unrelated
27827,unrelated
27828,unrelated
27829,unrelated
27830,unrelated
27831,unrelated
27832,unrelated
27833,unrelated
27834,unrelated
27835,unrelated
27836,discuss
27837,unrelated
27838,unrelated
27839,unrelated
27840,discuss
27841,unrelated
27842,unrelated
27843,unrelated
27844,unrelated
27845,unrelated
27846,unrelated
27847,unrelated
27848,unrelated
27849,unrelated
27850,discuss
27851,unrelated
27852,agree
27853,unrelated
27854,unrelated
27855,unrelated
27856,unrelated
27857,agree
27858,agree
27859,agree
27860,unrelated
27861,agree
27862,unrelated
27863,unrelated
27864,unrelated
27865,agree
27866,unrelated
27867,unrelated
27868,unrelated
27869,unrelated
27870,unrelated
27871,unrelated
27872,unrelated
27873,agree
27874,unrelated
27875,unrelated
27876,unrelated
27877,unrelated
27878,unrelated
27879,unrelated
27880,unrelated
27881,unrelated
27882,discuss
27883,discuss
27884,unrelated
27885,discuss
27886,unrelated
27887,unrelated
27888,unrelated
27889,unrelated
27890,unrelated
27891,unrelated
27892,unrelated
27893,unrelated
27894,unrelated
27895,unrelated
27896,unrelated
27897,unrelated
27898,agree
27899,unrelated
27900,unrelated
27901,unrelated
27902,unrelated
27903,unrelated
27904,unrelated
27905,unrelated
27906,unrelated
27907,unrelated
27908,unrelated
27909,unrelated
27910,unrelated
27911,unrelated
27912,unrelated
27913,unrelated
27914,unrelated
27915,unrelated
27916,unrelated
27917,unrelated
27918,agree
27919,unrelated
27920,unrelated
27921,unrelated
27922,unrelated
27923,agree
27924,unrelated
27925,unrelated
27926,unrelated
27927,discuss
27928,unrelated
27929,unrelated
27930,unrelated
27931,unrelated
27932,unrelated
27933,agree
27934,agree
27935,unrelated
27936,unrelated
27937,agree
27938,agree
27939,unrelated
27940,unrelated
27941,agree
27942,unrelated
27943,unrelated
27944,unrelated
27945,unrelated
27946,unrelated
27947,unrelated
27948,unrelated
27949,unrelated
27950,unrelated
27951,unrelated
27952,unrelated
27953,unrelated
27954,discuss
27955,discuss
27956,unrelated
27957,unrelated
27958,unrelated
27959,discuss
27960,unrelated
27961,unrelated
27962,discuss
27963,unrelated
27964,unrelated
27965,discuss
27966,unrelated
27967,unrelated
27968,unrelated
27969,unrelated
27970,unrelated
27971,unrelated
27972,discuss
27973,unrelated
27974,unrelated
27975,unrelated
27976,unrelated
27977,unrelated
27978,unrelated
27979,unrelated
27980,unrelated
27981,unrelated
27982,unrelated
27983,unrelated
27984,unrelated
27985,unrelated
27986,discuss
27987,unrelated
27988,unrelated
27989,unrelated
27990,unrelated
27991,unrelated
27992,unrelated
27993,unrelated
27994,unrelated
27995,unrelated
27996,unrelated
27997,unrelated
27998,discuss
27999,discuss
28000,unrelated
28001,unrelated
28002,unrelated
28003,unrelated
28004,unrelated
